site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-05-20,5/20/2026,12Z,104
BAKC2,2026-05-20,5/21/2026,12Z,89
BAKC2,2026-05-20,5/22/2026,12Z,82
BAKC2,2026-05-20,5/23/2026,12Z,78
BAKC2,2026-05-20,5/24/2026,12Z,79
BAKC2,2026-05-20,5/25/2026,12Z,84
BAKC2,2026-05-20,5/26/2026,12Z,99
BAKC2,2026-05-20,5/27/2026,12Z,116
BAKC2,2026-05-20,5/28/2026,12Z,112
BAKC2,2026-05-20,5/29/2026,12Z,107
