site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-05-28,5/28/2026,12Z,141
BAKC2,2026-05-28,5/29/2026,12Z,159
BAKC2,2026-05-28,5/30/2026,12Z,176
BAKC2,2026-05-28,5/31/2026,12Z,155
BAKC2,2026-05-28,6/1/2026,12Z,137
BAKC2,2026-05-28,6/2/2026,12Z,143
BAKC2,2026-05-28,6/3/2026,12Z,151
BAKC2,2026-05-28,6/4/2026,12Z,154
BAKC2,2026-05-28,6/5/2026,12Z,157
BAKC2,2026-05-28,6/6/2026,12Z,162
