site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-06-06,6/6/2026,12Z,169
BAKC2,2026-06-06,6/7/2026,12Z,203
BAKC2,2026-06-06,6/8/2026,12Z,205
BAKC2,2026-06-06,6/9/2026,12Z,181
BAKC2,2026-06-06,6/10/2026,12Z,163
BAKC2,2026-06-06,6/11/2026,12Z,142
BAKC2,2026-06-06,6/12/2026,12Z,120
BAKC2,2026-06-06,6/13/2026,12Z,95
BAKC2,2026-06-06,6/14/2026,12Z,77
BAKC2,2026-06-06,6/15/2026,12Z,66
