site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-05-25,2026/05/26,12Z,105
BAKC2,2026-05-25,2026/05/27,12Z,120
BAKC2,2026-05-25,2026/05/28,12Z,115
BAKC2,2026-05-25,2026/05/29,12Z,124
BAKC2,2026-05-25,2026/05/30,12Z,136
BAKC2,2026-05-25,2026/05/31,12Z,123
BAKC2,2026-05-25,2026/06/01,12Z,120
BAKC2,2026-05-25,2026/06/02,12Z,117
BAKC2,2026-05-25,2026/06/03,12Z,113
BAKC2,2026-05-25,2026/06/04,12Z,113
