site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-06-21,6/21/2026,12Z,57
BAKC2,2026-06-21,6/22/2026,12Z,55
BAKC2,2026-06-21,6/23/2026,12Z,53
BAKC2,2026-06-21,6/24/2026,12Z,51
BAKC2,2026-06-21,6/25/2026,12Z,49
BAKC2,2026-06-21,6/26/2026,12Z,47
BAKC2,2026-06-21,6/27/2026,12Z,46
BAKC2,2026-06-21,6/28/2026,12Z,44
BAKC2,2026-06-21,6/29/2026,12Z,43
BAKC2,2026-06-21,6/30/2026,12Z,42
