site_id,issued_date,DATE,TIME,FLOW
SMRC2,2026-06-29,6/29/2026,12Z,134
SMRC2,2026-06-29,6/30/2026,12Z,129
SMRC2,2026-06-29,7/1/2026,12Z,124
SMRC2,2026-06-29,7/2/2026,12Z,120
SMRC2,2026-06-29,7/3/2026,12Z,116
SMRC2,2026-06-29,7/4/2026,12Z,113
SMRC2,2026-06-29,7/5/2026,12Z,109
SMRC2,2026-06-29,7/6/2026,12Z,106
SMRC2,2026-06-29,7/7/2026,12Z,103
SMRC2,2026-06-29,7/8/2026,12Z,100
