site_id,issued_date,DATE,TIME,FLOW
SMRC2,2026-06-28,6/28/2026,12Z,140
SMRC2,2026-06-28,6/29/2026,12Z,132
SMRC2,2026-06-28,6/30/2026,12Z,127
SMRC2,2026-06-28,7/1/2026,12Z,123
SMRC2,2026-06-28,7/2/2026,12Z,119
SMRC2,2026-06-28,7/3/2026,12Z,115
SMRC2,2026-06-28,7/4/2026,12Z,111
SMRC2,2026-06-28,7/5/2026,12Z,108
SMRC2,2026-06-28,7/6/2026,12Z,105
SMRC2,2026-06-28,7/7/2026,12Z,102
