site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-05-31,5/31/2026,12Z,170
BAKC2,2026-05-31,6/1/2026,12Z,140
BAKC2,2026-05-31,6/2/2026,12Z,142
BAKC2,2026-05-31,6/3/2026,12Z,166
BAKC2,2026-05-31,6/4/2026,12Z,193
BAKC2,2026-05-31,6/5/2026,12Z,203
BAKC2,2026-05-31,6/6/2026,12Z,215
BAKC2,2026-05-31,6/7/2026,12Z,222
BAKC2,2026-05-31,6/8/2026,12Z,221
BAKC2,2026-05-31,6/9/2026,12Z,208
