site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-06-20,6/20/2026,12Z,60
BAKC2,2026-06-20,6/21/2026,12Z,57
BAKC2,2026-06-20,6/22/2026,12Z,55
BAKC2,2026-06-20,6/23/2026,12Z,53
BAKC2,2026-06-20,6/24/2026,12Z,51
BAKC2,2026-06-20,6/25/2026,12Z,49
BAKC2,2026-06-20,6/26/2026,12Z,48
BAKC2,2026-06-20,6/27/2026,12Z,46
BAKC2,2026-06-20,6/28/2026,12Z,45
BAKC2,2026-06-20,6/29/2026,12Z,44
