site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-06-27,6/27/2026,12Z,45
BAKC2,2026-06-27,6/28/2026,12Z,41
BAKC2,2026-06-27,6/29/2026,12Z,39
BAKC2,2026-06-27,6/30/2026,12Z,38
BAKC2,2026-06-27,7/1/2026,12Z,36
BAKC2,2026-06-27,7/2/2026,12Z,35
BAKC2,2026-06-27,7/3/2026,12Z,34
BAKC2,2026-06-27,7/4/2026,12Z,32
BAKC2,2026-06-27,7/5/2026,12Z,31
BAKC2,2026-06-27,7/6/2026,12Z,30
