site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-06-03,6/4/2026,12Z,180
BAKC2,2026-06-03,6/5/2026,12Z,195
BAKC2,2026-06-03,6/6/2026,12Z,215
BAKC2,2026-06-03,6/7/2026,12Z,238
BAKC2,2026-06-03,6/8/2026,12Z,235
BAKC2,2026-06-03,6/9/2026,12Z,210
BAKC2,2026-06-03,6/10/2026,12Z,187
BAKC2,2026-06-03,6/11/2026,12Z,162
BAKC2,2026-06-03,6/12/2026,12Z,136
BAKC2,2026-06-03,6/13/2026,12Z,109
