site_id,issued_date,DATE,TIME,FLOW
SMRC2,2026-06-25,6/26/2026,12Z,148
SMRC2,2026-06-25,6/27/2026,12Z,143
SMRC2,2026-06-25,6/28/2026,12Z,138
SMRC2,2026-06-25,6/29/2026,12Z,133
SMRC2,2026-06-25,6/30/2026,12Z,129
SMRC2,2026-06-25,7/1/2026,12Z,124
SMRC2,2026-06-25,7/2/2026,12Z,120
SMRC2,2026-06-25,7/3/2026,12Z,116
SMRC2,2026-06-25,7/4/2026,12Z,113
SMRC2,2026-06-25,7/5/2026,12Z,109
