site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-06-14,2026/06/14,12Z,87
BAKC2,2026-06-14,2026/06/15,12Z,74
BAKC2,2026-06-14,2026/06/16,12Z,66
BAKC2,2026-06-14,2026/06/17,12Z,60
BAKC2,2026-06-14,2026/06/18,12Z,57
BAKC2,2026-06-14,2026/06/19,12Z,55
BAKC2,2026-06-14,2026/06/20,12Z,53
BAKC2,2026-06-14,2026/06/21,12Z,51
BAKC2,2026-06-14,2026/06/22,12Z,49
BAKC2,2026-06-14,2026/06/23,12Z,48
