site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-06-18,6/18/2026,12Z,67
BAKC2,2026-06-18,6/19/2026,12Z,62
BAKC2,2026-06-18,6/20/2026,12Z,59
BAKC2,2026-06-18,6/21/2026,12Z,56
BAKC2,2026-06-18,6/22/2026,12Z,54
BAKC2,2026-06-18,6/23/2026,12Z,52
BAKC2,2026-06-18,6/24/2026,12Z,50
BAKC2,2026-06-18,6/25/2026,12Z,49
BAKC2,2026-06-18,6/26/2026,12Z,47
BAKC2,2026-06-18,6/27/2026,12Z,45
