site_id,issued_date,DATE,TIME,FLOW
BAKC2,2026-05-18,5/18/2026,12Z,141
BAKC2,2026-05-18,5/19/2026,12Z,110
BAKC2,2026-05-18,5/20/2026,12Z,92
BAKC2,2026-05-18,5/21/2026,12Z,83
BAKC2,2026-05-18,5/22/2026,12Z,76
BAKC2,2026-05-18,5/23/2026,12Z,73
BAKC2,2026-05-18,5/24/2026,12Z,83
BAKC2,2026-05-18,5/25/2026,12Z,90
BAKC2,2026-05-18,5/26/2026,12Z,110
BAKC2,2026-05-18,5/27/2026,12Z,120
