u10,v10,t2m,sdswrf,init_date,horizon,member
-1.696081519126892,0.62005615234375,291.1000061035156,483.0,2026-05-28 06:00,12,c00
-2.1836109161376953,0.9173120260238647,290.988525390625,455.0,2026-05-28 06:00,36,c00
5.964902400970459,1.6342090368270874,283.81463623046875,582.0,2026-05-28 06:00,60,c00
6.895937442779541,3.0819091796875,287.54583740234375,585.0,2026-05-28 06:00,84,c00
2.5774853229522705,1.2223119735717773,289.0,553.0,2026-05-28 06:00,108,c00
-0.28712889552116394,1.92822265625,291.42242431640625,570.0,2026-05-28 06:00,132,c00
-0.8584570288658142,0.08374511450529099,295.4156188964844,588.0,2026-05-28 06:00,156,c00
-1.9225659370422363,0.2639526426792145,288.8999938964844,383.0,2026-05-28 06:00,12,p01
0.7536669969558716,-0.4563525319099426,288.71466064453125,308.0,2026-05-28 06:00,36,p01
3.172802686691284,2.7591381072998047,287.211181640625,592.0,2026-05-28 06:00,60,p01
2.8083739280700684,2.163571834564209,289.95159912109375,559.0,2026-05-28 06:00,84,p01
-2.031059503555298,1.977624535560608,288.9751281738281,460.0,2026-05-28 06:00,108,p01
0.30604004859924316,-0.07551757991313934,294.54388427734375,559.0,2026-05-28 06:00,132,p01
-1.8877002000808716,-0.4004248082637787,295.6434631347656,556.0,2026-05-28 06:00,156,p01
-2.188183546066284,1.0793261528015137,289.94158935546875,491.0,2026-05-28 06:00,12,p02
-0.1002490222454071,2.1499364376068115,291.36968994140625,464.0,2026-05-28 06:00,36,p02
7.210666656494141,4.108449935913086,282.60235595703125,584.0,2026-05-28 06:00,60,p02
8.929800033569336,2.456289052963257,286.35205078125,581.0,2026-05-28 06:00,84,p02
1.8665063381195068,1.332861304283142,289.5426940917969,544.0,2026-05-28 06:00,108,p02
0.4738183617591858,1.557924747467041,290.0146484375,476.0,2026-05-28 06:00,132,p02
-2.3519580364227295,-0.14206786453723907,292.79998779296875,579.0,2026-05-28 06:00,156,p02
-1.3964916467666626,-0.016647949814796448,290.8999938964844,432.0,2026-05-28 06:00,12,p03
-3.9062793254852295,2.8969385623931885,288.95086669921875,395.0,2026-05-28 06:00,36,p03
5.265217304229736,2.290781259536743,284.83258056640625,591.0,2026-05-28 06:00,60,p03
5.235283374786377,1.2161108255386353,286.97625732421875,591.0,2026-05-28 06:00,84,p03
-0.24348388612270355,1.4696459770202637,290.90228271484375,527.0,2026-05-28 06:00,108,p03
-0.32082030177116394,1.1473803520202637,292.3999938964844,495.0,2026-05-28 06:00,132,p03
-0.6354565620422363,-1.7694555521011353,295.20001220703125,591.0,2026-05-28 06:00,156,p03
-0.06516845524311066,-0.27033448219299316,290.11126708984375,513.0,2026-05-28 06:00,12,p04
-1.4528076648712158,1.6885278224945068,291.6802673339844,480.0,2026-05-28 06:00,36,p04
3.8759546279907227,1.5280566215515137,285.51422119140625,573.0,2026-05-28 06:00,60,p04
7.481176853179932,1.5194482803344727,285.2497253417969,583.0,2026-05-28 06:00,84,p04
4.985896110534668,1.0841455459594727,286.9425964355469,598.0,2026-05-28 06:00,108,p04
4.967893123626709,0.974597156047821,289.5,595.0,2026-05-28 06:00,132,p04
0.37892332673072815,-0.34513184428215027,293.7019958496094,546.0,2026-05-28 06:00,156,p04
-1.0503735542297363,0.8313915729522705,291.0337829589844,508.0,2026-05-28 06:00,12,p05
-2.362299919128418,1.7957593202590942,288.7240295410156,351.0,2026-05-28 06:00,36,p05
5.634560585021973,3.127490282058716,283.82470703125,589.0,2026-05-28 06:00,60,p05
5.9096360206604,0.6517699956893921,282.5579833984375,550.0,2026-05-28 06:00,84,p05
4.627846717834473,0.08114990592002869,286.29998779296875,596.0,2026-05-28 06:00,108,p05
4.492211818695068,-0.017338866367936134,289.92364501953125,586.0,2026-05-28 06:00,132,p05
6.033647537231445,-1.4255492687225342,289.60955810546875,588.0,2026-05-28 06:00,156,p05
-0.38380128145217896,-0.0053076171316206455,290.56121826171875,491.0,2026-05-28 06:00,12,p06
-2.3783373832702637,2.0702855587005615,290.8981018066406,462.0,2026-05-28 06:00,36,p06
2.7651684284210205,-0.11383544653654099,281.90460205078125,400.0,2026-05-28 06:00,60,p06
3.7546777725219727,0.7239477634429932,285.42364501953125,578.0,2026-05-28 06:00,84,p06
3.587272882461548,0.6888989210128784,289.5,592.0,2026-05-28 06:00,108,p06
1.2105883359909058,0.51812744140625,290.5831298828125,498.0,2026-05-28 06:00,132,p06
0.11965332180261612,1.3100879192352295,291.7049865722656,536.0,2026-05-28 06:00,156,p06
-1.7728052139282227,0.5261059403419495,287.1000061035156,376.0,2026-05-28 06:00,12,p07
0.2584545910358429,0.28563231229782104,293.41217041015625,483.0,2026-05-28 06:00,36,p07
3.046086311340332,2.481091260910034,287.2784729003906,592.0,2026-05-28 06:00,60,p07
3.9788525104522705,2.325258731842041,291.5696716308594,563.0,2026-05-28 06:00,84,p07
0.24296142160892487,0.6093066334724426,291.8584899902344,592.0,2026-05-28 06:00,108,p07
-2.8915162086486816,1.2101904153823853,291.137451171875,526.0,2026-05-28 06:00,132,p07
2.098820686340332,-1.6966161727905273,294.0,562.0,2026-05-28 06:00,156,p07
-0.5657446384429932,-0.1798693835735321,288.461181640625,354.0,2026-05-28 06:00,12,p08
-2.1700267791748047,0.5888525247573853,289.544677734375,436.0,2026-05-28 06:00,36,p08
0.8997973799705505,1.5827538967132568,283.60357666015625,521.0,2026-05-28 06:00,60,p08
