dateTime,depth_m,do_mgl,cond_uscm,temp_C,turb_NTU,pH,bgalgae_RFU,chla_RFU,flag_gen,flag_do,flag_cond,flag_temp,flag_turb,flag_pH,flag_bga,flag_chla
2026-05-30T15:03:34Z,5.46,7.67,66.45,11.488,3.33,7.66,0.41,2.3,,,,,,,,
2026-05-30T15:05:07Z,4.94,7.71,66.63,11.557,3.28,7.66,0.34,1.72,,,,,,,,
2026-05-30T15:06:39Z,4.45,7.77,66.68,11.736,3.17,7.69,0.29,1.71,,,,,,,,
2026-05-30T15:08:12Z,3.94,7.99,66.3,12.689,3.06,7.94,0.33,1.36,,,,,,,,
2026-05-30T15:09:44Z,3.45,8.14,66.4,13.432,2.79,8.24,0.3,1.54,,,,,,,,
2026-05-30T15:11:17Z,2.94,8.17,66.35,13.465,2.82,8.28,0.31,1.13,,,,,,,,
2026-05-30T15:12:50Z,2.46,8.17,66.33,13.474,2.89,8.29,0.3,1.14,,,,,,,,
2026-05-30T15:14:23Z,1.95,8.2,66.33,13.477,2.73,8.29,0.28,1.71,,,,,,,,
2026-05-30T15:15:56Z,1.44,8.2,66.34,13.48,2.82,8.29,0.28,4.66,,,,,,,,
2026-05-30T15:17:29Z,0.97,8.21,66.35,13.46,2.74,8.3,0.25,1.24,,,,,,,,
2026-05-30T19:01:58Z,6.06,7.6,66.5,11.54,3.41,7.7,0.37,2.22,,,,,,,,
2026-05-30T19:03:31Z,5.38,7.7,67.06,11.609,3.19,7.66,0.36,2.01,,,,,,,,
2026-05-30T19:05:03Z,4.91,7.73,67.04,11.661,3.12,7.67,0.35,1.86,,,,,,,,
2026-05-30T19:06:35Z,4.43,8.14,66.48,13.258,2.69,8.21,0.29,1.28,,,,,,,,
2026-05-30T19:08:07Z,3.88,8.29,66.38,13.498,2.7,8.38,0.29,1.28,,,,,,,,
2026-05-30T19:09:39Z,3.39,8.33,66.34,13.615,2.78,8.42,0.32,1.5,,,,,,,,
2026-05-30T19:11:11Z,2.9,8.3,66.39,13.815,2.7,8.38,0.31,3.37,,,,,,,,
2026-05-30T19:12:43Z,2.42,8.28,66.4,13.907,2.64,8.37,0.29,2.48,,,,,,,,
2026-05-30T19:14:15Z,1.92,8.27,66.41,13.95,2.64,8.37,0.26,0.96,,,,,,,,
2026-05-30T19:15:47Z,1.4,8.25,66.37,14.007,2.54,8.36,0.2,0.89,,,,,,,,
2026-05-30T19:17:19Z,0.93,8.25,66.37,13.994,2.64,8.37,0.25,0.93,,,,,,,,
2026-05-30T23:01:58Z,6.05,7.72,66.96,11.693,3.49,7.71,0.41,2.45,,,,,,,,
2026-05-30T23:03:31Z,5.42,7.72,67.1,11.712,3.41,7.67,0.4,2.28,,,,,,,,
2026-05-30T23:05:03Z,4.9,7.77,67.09,11.758,3.36,7.62,0.42,2.14,,,,,,,,
2026-05-30T23:06:35Z,4.43,7.97,66.73,12.184,3.1,7.8,0.35,1.86,,,,,,,,
2026-05-30T23:08:07Z,3.89,8.29,66.34,14.633,2.53,8.33,0.27,0.96,,,,,,,,
2026-05-30T23:09:39Z,3.4,8.26,66.32,14.74,2.56,8.3,0.24,1.07,,,,,,,,
2026-05-30T23:11:11Z,2.92,8.25,66.37,14.867,2.58,8.3,0.28,0.98,,,,,,,,
2026-05-30T23:12:43Z,2.42,8.25,66.32,14.917,2.55,8.31,0.2,1.5,,,,,,,,
2026-05-30T23:14:15Z,1.94,8.25,66.29,14.946,2.58,8.31,0.24,0.97,,,,,,,,
2026-05-30T23:15:47Z,1.42,8.23,66.29,15.026,2.52,8.31,0.2,0.85,,,,,,,,
2026-05-30T23:17:19Z,0.95,8.23,66.32,15.051,2.49,8.34,0.23,0.94,,,,,,,,
2026-05-31T03:02:03Z,6.16,7.75,66.89,11.987,3.47,7.75,0.45,2.8,,,,,,,,
2026-05-31T03:03:37Z,5.45,7.91,66.73,12.524,3.16,7.72,0.36,1.94,,,,,,,,
2026-05-31T03:05:10Z,4.92,8.2,66.39,14.042,2.8,8.23,0.28,1.42,,,,,,,,
2026-05-31T03:06:42Z,4.43,8.26,66.15,14.157,2.76,8.3,0.32,1.29,,,,,,,,
2026-05-31T03:08:15Z,3.92,8.28,66.06,14.213,2.76,8.32,0.28,1.56,,,,,,,,
2026-05-31T03:09:47Z,3.43,8.28,66.11,14.257,2.77,8.31,0.29,3.05,,,,,,,,
2026-05-31T03:11:19Z,2.94,8.29,66.23,14.298,2.8,8.31,0.26,1.65,,,,,,,,
2026-05-31T03:12:52Z,2.44,8.29,66.27,14.329,2.72,8.31,0.3,1.21,,,,,,,,
2026-05-31T03:14:24Z,1.97,8.29,66.28,14.347,2.84,8.31,0.27,1.25,,,,,,,,
2026-05-31T03:15:57Z,1.45,8.3,66.33,14.478,2.65,8.33,0.27,2.48,,,,,,,,
2026-05-31T03:17:30Z,0.96,8.25,66.51,15.104,2.56,8.34,0.23,1.1,,,,,,,,
2026-05-31T07:02:05Z,6.09,7.73,66.38,12.608,3.27,7.85,0.46,2.67,,,,,,,,
2026-05-31T07:03:39Z,5.47,7.94,66,13.041,3.29,7.96,0.41,5.41,,,,,,,,
2026-05-31T07:05:12Z,4.98,8.06,65.74,13.379,3.04,8.13,0.37,1.44,,,,,,,,
2026-05-31T07:06:45Z,4.47,8.13,65.63,13.552,2.88,8.23,0.34,1.28,,,,,,,,
2026-05-31T07:08:18Z,3.96,8.2,65.4,13.69,2.92,8.32,0.32,2.69,,,,,,,,
2026-05-31T07:09:51Z,3.48,8.22,65.21,13.8,2.92,8.34,0.29,1.59,,,,,,,,
2026-05-31T07:11:24Z,2.96,8.21,65.12,13.843,2.75,8.35,0.28,1.24,,,,,,,,
2026-05-31T07:12:57Z,2.49,8.21,65.17,13.862,2.83,8.35,0.26,1.13,,,,,,,,
2026-05-31T07:14:30Z,2,8.21,65.55,14.047,2.74,8.38,0.31,1.18,,,,,,,,
2026-05-31T07:16:03Z,1.47,8.21,65.45,14.043,2.79,8.38,0.29,1.25,,,,,,,,
2026-05-31T07:17:36Z,0.98,8.22,65.59,14.08,2.74,8.38,0.33,8.81,,,,,,,,
2026-05-31T11:02:07Z,6.1,8.06,66.07,13.273,3.08,8.17,0.4,1.85,,,,,,,,
2026-05-31T11:03:41Z,5.5,8.09,65.97,13.405,2.93,8.23,0.38,1.93,,,,,,,,
2026-05-31T11:05:14Z,4.96,8.11,65.96,13.414,2.96,8.26,0.33,1.83,,,,,,,,
2026-05-31T11:06:47Z,4.5,8.13,65.94,13.422,2.93,8.28,0.32,2.28,,,,,,,,
2026-05-31T11:08:20Z,3.99,8.16,65.85,13.438,2.94,8.3,0.35,1.76,,,,,,,,
2026-05-31T11:09:53Z,3.48,8.16,65.61,13.486,2.99,8.3,0.36,1.37,,,,,,,,
2026-05-31T11:11:26Z,3,8.14,65.21,13.576,2.97,8.28,0.32,1.49,,,,,,,,
2026-05-31T11:12:59Z,2.5,8.12,65.16,13.589,2.89,8.26,0.31,1.71,,,,,,,,
2026-05-31T11:14:32Z,1.99,8.13,65.13,13.587,2.93,8.26,0.31,1.37,,,,,,,,
2026-05-31T11:16:05Z,1.49,8.12,65.14,13.555,2.78,8.26,0.32,1.94,,,,,,,,
2026-05-31T11:17:38Z,1.01,8.14,65.13,13.557,2.81,8.26,0.32,1.9,,,,,,,,
2026-05-31T15:02:01Z,6.01,8.04,64.86,13.321,3.03,8.18,0.33,1.44,,,,,,,,
2026-05-31T15:03:34Z,5.46,8.05,64.54,13.346,2.97,8.18,0.3,1.33,,,,,,,,
2026-05-31T15:05:07Z,4.92,8.05,64.29,13.36,2.92,8.17,0.33,1.14,,,,,,,,
2026-05-31T15:06:39Z,4.45,8.05,64.28,13.366,2.85,8.17,0.34,2.64,,,,,,,,
2026-05-31T15:08:12Z,3.93,8.05,64.24,13.366,2.93,8.17,0.32,1.52,,,,,,,,
2026-05-31T15:09:45Z,3.44,8.06,64.28,13.383,2.9,8.17,0.31,1.51,,,,,,,,
2026-05-31T15:11:18Z,2.95,8.07,64.27,13.378,2.97,8.18,0.37,1.16,,,,,,,,
2026-05-31T15:12:51Z,2.46,8.07,64.26,13.382,2.93,8.18,0.3,1.21,,,,,,,,
2026-05-31T15:14:24Z,1.95,8.08,64.27,13.381,2.89,8.18,0.33,2.49,,,,,,,,
2026-05-31T15:15:56Z,1.46,8.08,64.28,13.389,2.94,8.18,0.29,1.27,,,,,,,,
2026-05-31T15:17:29Z,0.94,8.08,64.29,13.393,2.93,8.18,0.35,1.68,,,,,,,,
2026-05-31T19:01:59Z,6.1,7.88,64.09,13.178,3.44,7.97,0.41,2,,,,,,,,
2026-05-31T19:03:32Z,5.43,7.92,64.5,13.305,3.1,8.02,0.34,1.55,,,,,,,,
2026-05-31T19:05:04Z,4.9,8.05,64.66,13.499,2.88,8.16,0.33,3.55,,,,,,,,
2026-05-31T19:06:36Z,4.41,8.11,64.62,13.529,2.94,8.21,0.33,1.69,,,,,,,,
2026-05-31T19:08:08Z,3.93,8.14,64.58,13.549,2.93,8.23,0.3,1.52,,,,,,,,
2026-05-31T19:09:40Z,3.4,8.15,64.61,13.548,2.98,8.24,0.31,1.51,,,,,,,,
2026-05-31T19:11:12Z,2.92,8.16,64.67,13.582,2.9,8.25,0.3,1.31,,,,,,,,
2026-05-31T19:12:44Z,2.42,8.19,64.79,13.592,2.95,8.28,0.29,1.2,,,,,,,,
2026-05-31T19:14:16Z,1.93,8.19,64.79,13.597,2.85,8.28,0.33,1.45,,,,,,,,
2026-05-31T19:15:48Z,1.44,8.21,64.87,13.592,2.91,8.3,0.3,1.25,,,,,,,,
2026-05-31T19:17:20Z,0.92,8.21,64.99,13.6,2.8,8.31,0.26,0.93,,,,,,,,
2026-05-31T23:01:59Z,6.1,7.76,64.34,13.087,3.37,7.88,0.41,2.56,,,,,,,,
2026-05-31T23:03:32Z,5.41,8.15,64.73,13.55,2.84,8.24,0.32,1.44,,,,,,,,
2026-05-31T23:05:04Z,4.91,8.2,64.67,13.611,2.93,8.31,0.32,1.48,,,,,,,,
2026-05-31T23:06:36Z,4.44,8.24,64.69,13.67,2.93,8.34,0.33,3.68,,,,,,,,
2026-05-31T23:08:08Z,3.9,8.28,64.76,13.803,2.95,8.39,0.34,1.5,,,,,,,,
2026-05-31T23:09:40Z,3.42,8.31,64.75,13.851,2.9,8.41,0.34,1.3,,,,,,,,
2026-05-31T23:11:12Z,2.9,8.28,64.57,13.897,2.76,8.4,0.32,1.34,,,,,,,,
2026-05-31T23:12:44Z,2.43,8.26,64.41,13.953,2.82,8.39,0.32,1.29,,,,,,,,
2026-05-31T23:14:16Z,1.93,8.24,64.31,14.008,2.87,8.38,0.27,1.08,,,,,,,,
2026-05-31T23:15:49Z,1.4,8.26,64.32,13.998,2.85,8.37,0.27,1.27,,,,,,,,
2026-05-31T23:17:21Z,0.94,8.24,64.31,14.039,2.9,8.37,0.26,0.99,,,,,,,,
2026-06-01T03:01:59Z,6.09,7.6,64.86,12.923,3.39,7.82,0.44,2.46,,,,,,,,
2026-06-01T03:03:32Z,5.42,8.08,64.59,13.525,2.99,8.12,0.38,2.05,,,,,,,,
2026-06-01T03:05:04Z,4.92,8.36,64.69,13.787,2.78,8.38,0.35,1.69,,,,,,,,
2026-06-01T03:06:36Z,4.42,8.35,63.37,14.081,2.95,8.39,0.29,1.21,,,,,,,,
2026-06-01T03:08:08Z,3.9,8.32,63.29,14.118,2.85,8.38,0.27,1.45,,,,,,,,
2026-06-01T03:09:40Z,3.43,8.34,63.62,14.147,2.92,8.4,0.29,1.38,,,,,,,,
2026-06-01T03:11:13Z,2.92,8.35,63.48,14.137,2.95,8.39,0.31,1.29,,,,,,,,
2026-06-01T03:12:45Z,2.43,8.36,63.66,14.153,2.94,8.4,0.29,1.23,,,,,,,,
2026-06-01T03:14:17Z,1.94,8.35,63.77,14.161,3.03,8.41,0.28,1.08,,,,,,,,
2026-06-01T03:15:49Z,1.45,8.37,63.71,14.159,3.06,8.41,0.29,1.33,,,,,,,,
2026-06-01T03:17:22Z,0.94,8.37,63.59,14.162,3.1,8.41,0.3,1.46,,,,,,,,
2026-06-01T07:02:02Z,6.04,7.79,64.7,13.266,3.37,7.94,0.43,2.21,,,,,,,,
2026-06-01T07:03:35Z,5.47,8,64.51,13.536,3.09,8.1,0.39,1.64,,,,,,,,
2026-06-01T07:05:08Z,4.97,8.19,63.87,13.787,2.97,8.29,0.33,1.8,,,,,,,,
2026-06-01T07:06:41Z,4.48,8.23,63.59,13.846,3,8.34,0.36,1.54,,,,,,,,
2026-06-01T07:08:14Z,3.96,8.24,63.24,13.866,2.99,8.36,0.36,1.33,,,,,,,,
2026-06-01T07:09:47Z,3.48,8.28,62.82,13.9,2.9,8.39,0.34,2.3,,,,,,,,
2026-06-01T07:11:20Z,2.97,8.29,62.83,13.922,2.83,8.4,0.3,1.51,,,,,,,,
2026-06-01T07:12:53Z,2.48,8.29,63.05,13.942,2.87,8.41,0.29,3.63,,,,,,,,
2026-06-01T07:14:26Z,1.99,8.28,63.5,13.961,2.92,8.41,0.31,1.32,,,,,,,,
2026-06-01T07:15:59Z,1.47,8.28,63.37,13.969,3.04,8.41,0.32,1.26,,,,,,,,
2026-06-01T07:17:32Z,0.98,8.28,63.52,13.941,2.86,8.41,0.3,6.02,,,,,,,,
2026-06-01T11:02:03Z,6.01,7.36,64.33,12.302,3.75,7.66,0.45,2.47,,,,,,,,
2026-06-01T11:03:36Z,5.49,7.52,64.29,12.542,3.57,7.61,0.39,2.07,,,,,,,,
2026-06-01T11:05:09Z,4.96,7.71,64.61,12.928,3.4,7.73,0.38,2,,,,,,,,
2026-06-01T11:06:42Z,4.49,8.02,64.87,13.582,3.11,8.06,0.34,1.59,,,,,,,,
2026-06-01T11:08:15Z,3.98,8.17,64.5,13.893,2.82,8.26,0.31,1.5,,,,,,,,
2026-06-01T11:09:48Z,3.48,8.17,64.51,13.91,2.87,8.28,0.33,1.67,,,,,,,,
2026-06-01T11:11:21Z,3,8.18,64.37,13.916,2.88,8.28,0.36,1.32,,,,,,,,
2026-06-01T11:12:54Z,2.49,8.18,64.46,13.921,2.79,8.28,0.33,1.19,,,,,,,,
2026-06-01T11:14:27Z,1.99,8.17,64.52,13.924,2.84,8.28,0.3,1.32,,,,,,,,
2026-06-01T11:16:00Z,1.49,8.17,64.6,13.926,2.88,8.29,0.33,1.22,,,,,,,,
2026-06-01T11:17:33Z,0.99,8.19,64.58,13.931,2.84,8.29,0.33,1.93,,,,,,,,
2026-06-01T15:02:01Z,6,7.38,63.24,12.209,4.03,7.63,0.47,2.79,,,,,,,,
2026-06-01T15:03:34Z,5.47,7.37,62.11,12.143,3.86,7.59,0.4,2.26,,,,,,,,
2026-06-01T15:05:07Z,4.92,7.57,62.36,12.421,3.48,7.65,0.38,2.03,,,,,,,,
2026-06-01T15:06:39Z,4.45,7.8,64.6,13.126,3.2,7.82,0.36,1.99,,,,,,,,
2026-06-01T15:08:12Z,3.94,8.06,65.13,13.722,3.05,8.19,0.37,1.48,,,,,,,,
2026-06-01T15:09:44Z,3.44,8.13,65.15,13.78,2.83,8.28,0.34,1.29,,,,,,,,
2026-06-01T15:11:17Z,2.94,8.14,65.11,13.802,2.87,8.3,0.35,1.49,,,,,,,,
2026-06-01T15:12:50Z,2.46,8.15,65.19,13.818,2.83,8.3,0.32,1.4,,,,,,,,
2026-06-01T15:14:23Z,1.94,8.16,65.15,13.818,2.96,8.3,0.34,1.29,,,,,,,,
2026-06-01T15:15:55Z,1.45,8.15,65.2,13.829,2.92,8.3,0.33,1.4,,,,,,,,
2026-06-01T15:17:28Z,0.95,8.16,65.24,13.841,2.93,8.3,0.35,1.17,,,,,,,,
2026-06-01T19:01:59Z,6.1,7.08,63.72,12.009,3.97,7.46,0.4,2.14,,,,,,,,
2026-06-01T19:03:32Z,5.42,7.39,63.1,12.33,3.59,7.46,0.38,1.87,,,,,,,,
2026-06-01T19:05:04Z,4.9,7.7,63.13,12.688,3.36,7.57,0.37,1.94,,,,,,,,
2026-06-01T19:06:36Z,4.41,7.78,63.14,13.191,3.35,7.69,0.39,1.63,,,,,,,,
2026-06-01T19:08:08Z,3.9,7.82,63.69,13.33,3.17,7.76,0.37,1.7,,,,,,,,
2026-06-01T19:09:40Z,3.41,8.05,63.55,13.582,3.01,7.96,0.3,1.45,,,,,,,,
2026-06-01T19:11:12Z,2.91,8.11,65.06,13.765,2.84,8.08,0.34,1.41,,,,,,,,
2026-06-01T19:12:44Z,2.42,8.25,65.54,14.271,2.75,8.23,0.34,4.67,,,,,,,,
2026-06-01T19:14:16Z,1.9,8.27,65.62,14.471,2.7,8.24,0.3,1.1,,,,,,,,
2026-06-01T19:15:48Z,1.4,8.24,65.6,14.577,2.7,8.23,0.27,0.92,,,,,,,,
2026-06-01T19:17:20Z,0.91,8.23,65.6,14.648,2.68,8.22,0.23,0.79,,,,,,,,
2026-06-01T23:01:59Z,6.1,7.16,63.73,12.166,4.14,7.58,0.51,2.79,,,,,,,,
2026-06-01T23:03:32Z,5.43,7.54,63.04,12.918,3.66,7.7,0.38,1.9,,,,,,,,
2026-06-01T23:05:04Z,4.9,7.91,61.84,13.245,3.35,7.94,0.37,1.8,,,,,,,,
2026-06-01T23:06:36Z,4.43,8.12,64.84,13.613,3.08,8.28,0.36,1.55,,,,,,,,
2026-06-01T23:08:08Z,3.9,8.31,64.98,14.607,2.75,8.48,0.3,1.16,,,,,,,,
2026-06-01T23:09:40Z,3.42,8.31,63.64,14.676,2.84,8.46,0.3,1.82,,,,,,,,
2026-06-01T23:11:12Z,2.9,8.3,63.28,14.736,2.86,8.45,0.34,1.93,,,,,,,,
2026-06-01T23:12:44Z,2.44,8.35,64.34,14.806,2.79,8.5,0.29,1.37,,,,,,,,
2026-06-01T23:14:16Z,1.92,8.36,65.2,14.833,2.69,8.51,0.34,1.42,,,,,,,,
2026-06-01T23:15:48Z,1.41,8.35,65.33,15.154,2.81,8.49,0.3,8.69,,,,,,,,
2026-06-01T23:17:20Z,0.93,8.22,65.71,15.546,2.54,8.45,0.25,1,,,,,,,,
2026-06-02T03:01:59Z,6.08,7.91,59.84,12.895,3.96,7.91,0.45,2.84,,,,,,,,
2026-06-02T03:03:32Z,5.43,8.02,59.44,12.878,3.68,7.95,0.37,2.01,,,,,,,,
2026-06-02T03:05:04Z,4.92,8.02,59.5,12.891,3.75,7.96,0.41,2.11,,,,,,,,
2026-06-02T03:06:36Z,4.43,8.04,59.5,12.909,3.48,7.97,0.39,4.21,,,,,,,,
2026-06-02T03:08:08Z,3.92,8.07,59.57,12.995,3.26,8.02,0.33,1.77,,,,,,,,
2026-06-02T03:09:40Z,3.42,8.36,61.68,14.122,2.84,8.43,0.34,2.34,,,,,,,,
2026-06-02T03:11:12Z,2.92,8.34,61.59,14.206,2.85,8.43,0.28,1.53,,,,,,,,
2026-06-02T03:12:45Z,2.43,8.35,61.62,14.353,2.83,8.46,0.28,1.22,,,,,,,,
2026-06-02T03:14:17Z,1.95,8.36,62.72,14.657,2.65,8.48,0.33,1.66,,,,,,,,
2026-06-02T03:15:50Z,1.45,8.33,63.28,14.813,3.02,8.49,0.35,1.87,,,,,,,,
2026-06-02T03:17:23Z,0.94,8.35,63.52,14.881,3.04,8.49,0.34,1.32,,,,,,,,
2026-06-02T07:02:04Z,6.11,7.37,61.4,12.489,4.14,7.68,0.57,2.87,,,,,,,,
2026-06-02T07:03:38Z,5.47,7.92,59.3,12.78,3.53,7.84,0.4,1.93,,,,,,,,
2026-06-02T07:05:11Z,4.94,7.98,59.27,12.841,3.52,7.9,0.38,6.12,,,,,,,,
2026-06-02T07:06:43Z,4.47,7.99,59.43,12.929,3.38,7.93,0.38,1.94,,,,,,,,
2026-06-02T07:08:16Z,3.95,8.02,59.7,13.035,3.47,7.95,0.35,1.58,,,,,,,,
2026-06-02T07:09:49Z,3.46,8.09,60,13.232,3.29,8.02,0.36,1.79,,,,,,,,
2026-06-02T07:11:22Z,2.97,8.11,60.47,13.457,3.17,8.11,0.33,1.64,,,,,,,,
2026-06-02T07:12:55Z,2.47,8.33,61.98,14.114,2.79,8.38,0.31,1.49,,,,,,,,
2026-06-02T07:14:28Z,1.97,8.28,63.72,14.564,2.8,8.44,0.34,1.13,,,,,,,,
2026-06-02T07:16:01Z,1.48,8.27,63.7,14.594,2.76,8.45,0.35,1.73,,,,,,,,
2026-06-02T07:17:34Z,0.97,8.27,63.66,14.616,2.73,8.45,0.29,1.43,,,,,,,,
2026-06-02T11:02:06Z,6.09,7.23,59.93,12.095,4.38,7.57,0.57,2.95,,,,,,,,
2026-06-02T11:03:40Z,5.47,7.4,60.17,12.199,4.13,7.57,0.47,2.42,,,,,,,,
2026-06-02T11:05:13Z,4.97,7.63,61.43,12.684,3.63,7.68,0.39,1.76,,,,,,,,
2026-06-02T11:06:46Z,4.47,7.93,60.92,13.249,3.27,7.91,0.33,1.72,,,,,,,,
2026-06-02T11:08:19Z,3.97,8.02,61.48,13.42,3.07,8.04,0.34,1.84,,,,,,,,
2026-06-02T11:09:52Z,3.48,8.03,62.26,13.45,3.06,8.06,0.36,1.64,,,,,,,,
2026-06-02T11:11:25Z,2.95,8.18,60.98,13.629,2.99,8.2,0.33,1.47,,,,,,,,
2026-06-02T11:12:58Z,2.48,8.19,60.98,13.771,2.87,8.22,0.31,1.57,,,,,,,,
2026-06-02T11:14:31Z,1.97,8.22,62.08,14.02,3.06,8.27,0.37,1.48,,,,,,,,
2026-06-02T11:16:04Z,1.46,8.22,62.92,14.153,2.81,8.35,0.34,1.6,,,,,,,,
2026-06-02T11:17:37Z,0.98,8.23,63.02,14.17,2.8,8.36,0.43,2.19,,,,,,,,
2026-06-02T15:02:05Z,6.12,7.51,58.43,12.022,4.08,7.65,0.46,2.5,,,,,,,,
2026-06-02T15:03:39Z,5.46,7.68,59.75,12.321,3.66,7.68,0.4,1.95,,,,,,,,
2026-06-02T15:05:12Z,4.93,7.79,61.66,12.813,3.32,7.8,0.38,1.82,,,,,,,,
2026-06-02T15:06:45Z,4.44,8,61.77,13.278,3.06,7.99,0.35,1.66,,,,,,,,
2026-06-02T15:08:17Z,3.94,8.01,61.73,13.402,3.15,8.02,0.33,1.55,,,,,,,,
2026-06-02T15:09:50Z,3.44,8.11,62.03,13.786,3.01,8.16,0.34,1.66,,,,,,,,
2026-06-02T15:11:23Z,2.92,8.16,62.45,13.893,2.96,8.25,0.36,2.3,,,,,,,,
2026-06-02T15:12:55Z,2.44,8.16,63.02,13.954,2.89,8.29,0.39,1.5,,,,,,,,
2026-06-02T15:14:27Z,1.95,8.18,63.19,13.982,2.77,8.32,0.33,1.86,,,,,,,,
2026-06-02T15:16:00Z,1.44,8.19,63.22,14.001,2.81,8.33,0.36,4.7,,,,,,,,
2026-06-02T15:17:32Z,0.95,8.19,63.28,14.018,2.82,8.34,0.31,1.08,,,,,,,,
2026-06-02T19:01:57Z,6.09,7.49,57.95,11.903,4.19,7.62,0.4,2.84,,,,,,,,
2026-06-02T19:03:30Z,5.42,7.63,58.79,12.078,3.89,7.62,0.34,1.71,,,,,,,,
2026-06-02T19:05:02Z,4.87,7.79,60.43,12.509,3.52,7.71,0.38,1.95,,,,,,,,
2026-06-02T19:06:34Z,4.38,8.17,62.31,13.138,3.23,8.13,0.35,1.83,,,,,,,,
2026-06-02T19:08:06Z,3.91,8.21,62.27,13.533,2.98,8.21,0.38,1.43,,,,,,,,
2026-06-02T19:09:38Z,3.4,8.14,62.12,13.793,2.94,8.2,0.35,1.39,,,,,,,,
2026-06-02T19:11:10Z,2.92,8.29,63.19,13.991,2.79,8.4,0.31,1.24,,,,,,,,
2026-06-02T19:12:42Z,2.39,8.3,63.28,14.064,2.89,8.43,0.33,1.92,,,,,,,,
2026-06-02T19:14:14Z,1.89,8.38,63.05,14.212,2.93,8.49,0.28,2.01,,,,,,,,
2026-06-02T19:15:46Z,1.41,8.41,63.16,14.468,2.81,8.51,0.25,0.93,,,,,,,,
2026-06-02T19:17:18Z,0.9,8.34,63.26,14.931,2.7,8.48,0.26,0.88,,,,,,,,
2026-06-02T23:01:58Z,6.06,7.45,59.03,12.13,4.18,7.62,0.42,2.36,,,,,,,,
2026-06-02T23:03:31Z,5.41,7.48,60.25,12.395,3.92,7.59,0.4,2.08,,,,,,,,
2026-06-02T23:05:03Z,4.9,7.59,60.57,12.534,3.73,7.44,0.4,2.01,,,,,,,,
2026-06-02T23:06:35Z,4.42,7.87,61.1,12.769,3.51,7.58,0.39,2.01,,,,,,,,
2026-06-02T23:08:07Z,3.9,8.36,62.33,13.947,2.89,8.07,0.34,1.39,,,,,,,,
2026-06-02T23:09:39Z,3.43,8.52,63.25,14.515,2.78,8.35,0.33,1.4,,,,,,,,
2026-06-02T23:11:11Z,2.9,8.42,63.63,14.742,2.72,8.3,0.34,1.26,,,,,,,,
2026-06-02T23:12:43Z,2.41,8.42,64.11,15.043,2.96,8.29,0.34,1.12,,,,,,,,
2026-06-02T23:14:15Z,1.92,8.42,64.12,15.234,2.82,8.28,0.39,2.98,,,,,,,,
2026-06-02T23:15:47Z,1.4,8.37,64.09,15.613,2.8,8.25,0.34,1.03,,,,,,,,
2026-06-02T23:17:19Z,0.9,8.36,64.07,15.769,2.83,8.25,0.32,1.17,,,,,,,,
2026-06-03T03:01:58Z,6.03,7.95,58.81,12.295,3.73,7.81,0.35,1.9,,,,,,,,
2026-06-03T03:03:31Z,5.41,8.05,59.67,12.572,3.48,7.9,0.36,1.63,,,,,,,,
2026-06-03T03:05:03Z,4.91,8.08,60.33,12.737,3.52,7.95,0.32,1.61,,,,,,,,
2026-06-03T03:06:35Z,4.42,8.16,61.07,13.076,3.4,8.1,0.36,1.54,,,,,,,,
2026-06-03T03:08:07Z,3.9,8.22,62.55,13.596,3.11,8.25,0.38,1.44,,,,,,,,
2026-06-03T03:09:39Z,3.44,8.27,62.85,13.803,3.12,8.31,0.38,1.79,,,,,,,,
2026-06-03T03:11:11Z,2.93,8.27,62.92,13.866,2.99,8.33,0.34,1.78,,,,,,,,
2026-06-03T03:12:43Z,2.41,8.31,63.27,14.363,2.93,8.45,0.35,1.75,,,,,,,,
2026-06-03T03:14:15Z,1.92,8.39,63.55,14.98,2.99,8.56,0.35,1.61,,,,,,,,
2026-06-03T03:15:48Z,1.42,8.43,63.88,15.058,2.76,8.6,0.37,3.51,,,,,,,,
2026-06-03T03:17:20Z,0.95,8.43,63.92,15.069,3.01,8.6,0.37,1.4,,,,,,,,
2026-06-03T07:02:04Z,6.11,7.79,57.01,11.968,4.12,7.74,0.39,2,,,,,,,,
2026-06-03T07:03:38Z,5.47,7.95,57.89,12.113,3.74,7.78,0.39,1.87,,,,,,,,
2026-06-03T07:05:11Z,4.94,8.02,59.44,12.458,3.54,7.88,0.45,1.75,,,,,,,,
2026-06-03T07:06:44Z,4.48,8.18,60.08,12.726,3.33,8.05,0.35,1.5,,,,,,,,
2026-06-03T07:08:17Z,3.96,8.35,63.33,13.844,3.01,8.4,0.36,1.19,,,,,,,,
2026-06-03T07:09:50Z,3.46,8.31,63.06,14.199,2.93,8.44,0.35,1.3,,,,,,,,
2026-06-03T07:11:23Z,2.98,8.34,63.79,14.481,2.81,8.49,0.36,1.55,,,,,,,,
2026-06-03T07:12:56Z,2.47,8.33,63.75,14.746,2.75,8.52,0.35,1.43,,,,,,,,
2026-06-03T07:14:29Z,1.96,8.34,63.75,14.838,2.88,8.54,0.38,2.19,,,,,,,,
2026-06-03T07:16:02Z,1.47,8.34,63.75,14.879,2.82,8.54,0.35,1.19,,,,,,,,
2026-06-03T07:17:35Z,0.96,8.34,63.73,14.882,2.9,8.54,0.36,1.48,,,,,,,,
2026-06-03T11:02:06Z,6.1,7.75,56.48,12.024,4.18,7.71,0.4,1.85,,,,,,,,
